| Sector | Object_Name | AGN_Type | Chi2_Flux/StdDev | Reduced_Chi2_Flux/StdDev | Chi2_Flux/Errors | Reduced_Chi2_Flux/Errors |
| 20 | PGC2267492 | S2 | 1179.0852 | 1.0700 | 3783.0022 | 3.4297 |
| 20 | PGC023015 | S2 | 1127.3674 | 1.0212 | 4592.3265 | 4.1560 |
| 20 | PGC2159647 | S2 | 1120.8060 | 1.0143 | 10560.4196 | 9.5483 |
| 20 | PGC3131506 | S2 | 1103.6295 | 1.0051 | 3378.8907 | 3.0745 |
| 20 | PGC2260507 | S2 | 1279.4772 | 1.1600 | 4198.9127 | 3.8034 |
| 20 | PGC2292300 | S1.5 | 1172.8376 | 1.0624 | 14489.3288 | 13.1125 |
| 20 | PGC3130531 | S2 | 1372.1447 | 1.2451 | 5430.9931 | 4.9238 |
| 20 | PGC3130332 | S2 | 1261.1968 | 1.1455 | 3693.0211 | 3.3512 |
| 20 | PGC3131927 | S2 | 1191.7556 | 1.0914 | 4109.4839 | 3.7598 |
| 20 | PGC2177145 | S2 | 1646.0511 | 1.4964 | 5111.7519 | 4.6428 |
| 20 | PGC3130687 | S2 | 1119.3909 | 1.0251 | 2994.4826 | 2.7397 |
| 20 | PGC3130878 | S2 | 1126.6981 | 1.0252 | 3704.6056 | 3.3678 |
| 20 | 2MASXJ08224329+4532370 | S2 | 1179.5289 | 1.0723 | 4822.2635 | 4.3799 |
| 20 | PGC3130620 | S2 | 1215.3187 | 1.1068 | 3566.9802 | 3.2457 |
| 20 | PGC2343949 | S2 | 1117.1842 | 1.0325 | 21017.8108 | 19.4070 |
| 20 | PGC2343172 | S2 | 1132.0322 | 1.0282 | 3389.2197 | 3.0755 |
| 20 | PGC2299180 | S2 | 1119.6384 | 1.0188 | 3691.9876 | 3.3564 |
| 20 | PGC3130973 | S2 | 1111.2812 | 1.0066 | 4254.1559 | 3.8499 |
| 20 | PGC3130735 | S2 | 1127.8374 | 1.0244 | 3299.8118 | 2.9944 |
| 20 | PGC3131114 | S2 | 1098.1132 | 1.0028 | 3904.7926 | 3.5628 |
| 20 | PGC023893 | S2 | 1103.5631 | 1.0005 | 3998.3562 | 3.6217 |
| 20 | PGC3129854 | S2 | 1231.1574 | 1.1142 | 22168.8414 | 20.0442 |
| 20 | PGC3130998 | S2 | 1103.5302 | 1.0014 | 3269.0357 | 2.9638 |
| 20 | PGC2239209 | S2 | 1199.6565 | 1.0926 | 4173.1364 | 3.7972 |
| 20 | PGC3130417 | S2 | 1194.4844 | 1.0919 | 3870.0561 | 3.5343 |
| 20 | PGC3130827 | S2 | 1106.9288 | 1.0045 | 8896.7501 | 8.0660 |
| 20 | PGC2243578 | S2 | 1120.3794 | 1.0185 | 4091.0758 | 3.7158 |
| 20 | PGC2327571 | S2 | 1096.8318 | 1.0090 | 4313.9370 | 3.9650 |
| 20 | PGC3130579 | S2 | 1151.9460 | 1.0482 | 4368.3737 | 3.9712 |
| 20 | PGC3131698 | S2 | 1195.9008 | 1.0931 | 8130.9910 | 7.4256 |
| 20 | PGC2307344 | S2 | 1105.0851 | 1.0037 | 4377.1957 | 3.9720 |
| 20 | PGC2161398 | S2 | 1159.1505 | 1.0519 | 27724.9147 | 25.1359 |
| 20 | PGC2194315 | S2 | 1131.8983 | 1.0262 | 3549.2086 | 3.2149 |
| 20 | PGC2327890 | S2 | 1275.6133 | 1.1596 | 4661.0966 | 4.2335 |
| 20 | PGC2276217 | S2 | 1105.8404 | 1.0062 | 4544.6719 | 4.1315 |
| 20 | PGC2275964 | S2 | 1140.8968 | 1.0344 | 4505.1098 | 4.0807 |
| 20 | PGC2293211 | S2 | 1104.3392 | 1.0076 | 3881.7137 | 3.5385 |
| 20 | PGC3131684 | S2 | 1178.0100 | 1.0807 | 13953.6054 | 12.7897 |
| 20 | UGC04068 | S2 | 1177.8774 | 1.0660 | 45128.6948 | 40.8035 |
| 20 | PGC2312978 | S2 | 1263.0713 | 1.1441 | 5831.3162 | 5.2772 |
| 20 | PGC3129830 | S2 | 1247.2787 | 1.1349 | 3416.7221 | 3.1061 |
| 20 | PGC023088 | S2 | 1100.8872 | 1.0231 | 3978.0203 | 3.6936 |
| 20 | PGC2248911 | S2 | 1099.0035 | 1.0000 | 3755.2697 | 3.4139 |
| 20 | PGC2328725 | S2 | 1108.5174 | 1.0087 | 4536.4854 | 4.1241 |
| 20 | PGC3130545 | S2 | 1101.2546 | 1.0002 | 3378.0629 | 3.0654 |
| 20 | PGC2299453 | S2 | 1157.2177 | 1.0473 | 8041.0601 | 7.2704 |
| 20 | 2MASXJ08112462+4608514 | S2 | 1150.9740 | 1.0482 | 3206.5501 | 2.9177 |
| 20 | PGC2269577 | S2 | 1140.1264 | 1.0460 | 4891.0450 | 4.4831 |
| 20 | PGC2329903 | S2 | 1103.6739 | 1.0043 | 3611.9366 | 3.2836 |
| 20 | PGC2336827 | S2 | 1148.0380 | 1.0504 | 3791.7590 | 3.4660 |
| 20 | PGC2308662 | S2 | 1215.1042 | 1.1006 | 4499.4967 | 4.0719 |
| 20 | PGC2324054 | S2 | 1136.6660 | 1.0515 | 10137.6565 | 9.3694 |
| 20 | PGC2253220 | S2 | 1140.7014 | 1.0379 | 6710.0996 | 6.1001 |
| 20 | 2MASXJ07441664+4200591 | S2 | 1098.0452 | 1.0092 | 2919.0451 | 2.6805 |
| 20 | PGC3131800 | S2 | 1137.8970 | 1.0420 | 3325.4926 | 3.0425 |
| 20 | PGC2318858 | S2 | 1120.6670 | 1.0160 | 3691.6670 | 3.3439 |
| 20 | PGC3129697 | S2 | 1224.9764 | 1.1136 | 2944.7895 | 2.6746 |
| 20 | PGC2208769 | S2 | 1108.1297 | 1.0083 | 3642.5154 | 3.3114 |
| 20 | PGC2210011 | S2 | 1223.3177 | 1.1071 | 3650.6701 | 3.3008 |
| 20 | PGC2311572 | S2 | 1103.8122 | 1.0007 | 4970.6063 | 4.5024 |
| 20 | PGC3129914 | S2 | 1248.6715 | 1.1383 | 3976.0603 | 3.6212 |
| 20 | PGC2287229 | S2 | 1150.3999 | 1.0468 | 3700.2014 | 3.3638 |
| 20 | PGC2334450 | S2 | 1133.1189 | 1.0329 | 3246.1910 | 2.9565 |
| 20 | PGC3130122 | S2 | 1105.0438 | 1.0055 | 2975.5242 | 2.7050 |
| 20 | PGC2233697 | S2 | 1102.1014 | 1.0010 | 8020.9106 | 7.2785 |
| 20 | PGC2323517 | S2 | 1177.8300 | 1.0717 | 3661.7419 | 3.3289 |
| 20 | PGC2337891 | S2 | 1155.2034 | 1.0531 | 3292.0029 | 2.9982 |
| 20 | 2MASXJ08281196+4451156 | S2 | 1103.5525 | 1.0078 | 4130.8309 | 3.7690 |
| 20 | PGC2249517 | S2 | 1184.1958 | 1.0726 | 3920.9356 | 3.5484 |
| 20 | PGC2303198 | S2 | 1101.0091 | 1.0000 | 7524.0289 | 6.8276 |
| 20 | PGC2309118 | S2 | 1109.1057 | 1.0037 | 5841.0363 | 5.2812 |
| 20 | PGC2209282 | S2 | 1147.6113 | 1.0452 | 3856.2053 | 3.5088 |
| 20 | PGC2253604 | S2 | 1139.4032 | 1.0387 | 8593.2996 | 7.8263 |
| 20 | PGC2324870 | S2 | 1125.7237 | 1.0225 | 4007.3254 | 3.6364 |
| 20 | PGC3130350 | S2 | 1098.1415 | 1.0001 | 3638.1962 | 3.3105 |
| 20 | PGC2251474 | S2 | 1246.2766 | 1.1309 | 3558.9484 | 3.2266 |
| 20 | PGC2358001 | S2 | 1130.6034 | 1.0269 | 3765.5370 | 3.4170 |
| 20 | PGC3131205 | S2 | 1379.0050 | 1.2605 | 4885.2726 | 4.4614 |
| 20 | PGC2240683 | S2 | 1101.1935 | 1.0011 | 3782.9811 | 3.4360 |
| 20 | PGC3129873 | S2 | 1220.1310 | 1.1042 | 3457.5469 | 3.1262 |
| 20 | PGC3131225 | S2 | 1204.8860 | 1.0934 | 3728.0923 | 3.3800 |
| 20 | PGC3129657 | S2 | 1112.3588 | 1.0186 | 3473.9614 | 3.1784 |
| 20 | PGC3128540 | S2 | 1158.4334 | 1.0512 | 7829.8692 | 7.0987 |
| 20 | PGC2094703 | S2 | 1115.8474 | 1.0218 | 3096.1295 | 2.8327 |
| 20 | PGC2038357 | S2 | 1307.9663 | 1.1858 | 4724.9058 | 4.2798 |
| 20 | 2MASXJ07334376+3148298 | S2 | 1084.0300 | 1.0000 | 3602.2482 | 3.3200 |
| 20 | PGC2088466 | S2 | 1115.6038 | 1.0123 | 6485.7627 | 5.8801 |
| 20 | PGC2104250 | S2 | 1119.4103 | 1.0176 | 3180.7059 | 2.8889 |
| 20 | PGC2119648 | S2 | 1102.6190 | 1.0051 | 3810.8627 | 3.4707 |
| 20 | PGC2040009 | S2 | 1108.8962 | 1.0072 | 7321.3001 | 6.6436 |
| 20 | PGC3128741 | S2 | 1107.4295 | 1.0058 | 3922.9665 | 3.5599 |
| 20 | PGC2121353 | S2 | 1102.4230 | 1.0022 | 3427.9813 | 3.1135 |
| 20 | 2MASXJ07512112+3838140 | S2 | 1099.2055 | 1.0011 | 3025.4624 | 2.7529 |
| 20 | PGC3128539 | S2 | 1155.3216 | 1.0532 | 3508.0379 | 3.1949 |
| 20 | PGC2098568 | S2 | 1107.8613 | 1.0026 | 6582.5667 | 5.9517 |
| 20 | PGC2080924 | S2 | 1177.0204 | 1.0661 | 3516.0220 | 3.1819 |
| 20 | 2MASXJ07435046+3307493 | S2 | 1167.9650 | 1.0666 | 3168.9181 | 2.8913 |
| 20 | PGC3128994 | S2 | 1137.7036 | 1.0324 | 5740.9906 | 5.2049 |
| 20 | PGC2112259 | S2 | 1113.7106 | 1.0097 | 3855.8565 | 3.4926 |
| 20 | PGC3128615 | S2 | 1191.9655 | 1.0915 | 4948.9967 | 4.5279 |
| 20 | PGC3128636 | S2 | 1109.5058 | 1.0059 | 3935.4844 | 3.5648 |
| 20 | PGC3128946 | S2 | 1179.0249 | 1.0718 | 3694.3107 | 3.3554 |
| 20 | PGC2061401 | S2 | 1114.2624 | 1.0084 | 3121.2881 | 2.8221 |
| 20 | 2MASXJ07351859+3232028 | S2 | 1184.3354 | 1.0895 | 10373.7617 | 9.5347 |
| 20 | 2MASXJ07425283+3843395 | S2 | 1148.9705 | 1.0493 | 4413.6012 | 4.0270 |
| 20 | PGC2115514 | S2 | 1100.0073 | 1.0000 | 4769.6729 | 4.3321 |
| 20 | PGC3128477 | S2 | 1098.4519 | 1.0004 | 3381.8370 | 3.0772 |
| 20 | 2MASXJ07453974+3414107 | S2 | 1107.4507 | 1.0040 | 12053.9538 | 10.9184 |
| 20 | 2MASXJ07471136+3847586 | S2 | 1304.9653 | 1.2027 | 37709.5338 | 34.7233 |
| 20 | PGC2052778 | S2 | 1189.2124 | 1.0841 | 3684.8324 | 3.3559 |
| 20 | PGC2121524 | S2 | 1132.8267 | 1.0336 | 3420.7561 | 3.1183 |
| 20 | PGC3128545 | S2 | 1102.8267 | 1.0044 | 3665.7572 | 3.3355 |
| 20 | PGC3128472 | S2 | 1116.4117 | 1.0158 | 3305.2064 | 3.0047 |
| 20 | PGC3128454 | S2 | 1098.6144 | 1.0116 | 3710.2539 | 3.4133 |
| 20 | NGC2410 | S2 | 1144.3652 | 1.0547 | 4198.1786 | 3.8657 |
| 20 | PGC3128900 | S2 | 1394.1809 | 1.2617 | 9078.0269 | 8.2080 |
| 20 | PGC3128634 | S2 | 1072.1834 | 1.0030 | 7728.7528 | 7.2231 |
| 20 | PGC2088793 | S2 | 1183.2384 | 1.0698 | 31557.2656 | 28.5070 |
| 20 | PGC1979377 | S2 | 1107.9056 | 1.0054 | 3447.0165 | 3.1251 |
| 20 | 2MASXJ07460867+3456117 | S2 | 1119.3399 | 1.0139 | 9225.0342 | 8.3484 |
| 20 | PGC2126846 | S2 | 1209.5232 | 1.1026 | 3067.0293 | 2.7933 |
| 20 | PGC2094334 | S2 | 1199.7844 | 1.0907 | 8070.8468 | 7.3305 |
| 20 | PGC1989794 | S2 | 1274.3270 | 1.1756 | 4156.7793 | 3.8311 |
| 20 | PGC3128854 | S2 | 1896.3191 | 1.7318 | 23334.7612 | 21.2908 |
| 20 | PGC2106279 | S2 | 1421.9763 | 1.2915 | 118102.1979 | 107.1708 |
| 20 | 2MASXJ07344147+3927281 | S2 | 1106.9990 | 1.0091 | 4233.3317 | 3.8555 |
| 20 | PGC2630782 | S2 | 1280.9168 | 1.1467 | 28769.7218 | 25.7332 |
| 20 | PGC2610697 | S2 | 1331.9820 | 1.1375 | 6571.8481 | 5.6074 |
| 20 | PGC097527 | S2 | 1172.1912 | 1.0010 | 4347.6361 | 3.7096 |
| 20 | PGC2629320 | S2 | 1185.7562 | 1.0109 | 5253.5677 | 4.4749 |
| 20 | PGC2615419 | S2 | 1179.0001 | 1.0000 | 4754.6284 | 4.0293 |
| 20 | PGC3137610 | S2 | 1290.0942 | 1.1141 | 5460.3518 | 4.7113 |
| 20 | PGC3137984 | S2 | 1145.6861 | 1.0032 | 5511.0612 | 4.8216 |
| 20 | PGC2626480 | S2 | 1573.4512 | 1.3790 | 8320.6895 | 7.2861 |
| 20 | PGC2603859 | S2 | 1414.7413 | 1.2175 | 6101.7691 | 5.2466 |
| 20 | PGC3136929 | S2 | 1278.5930 | 1.0872 | 7567.6090 | 6.4296 |
| 20 | PGC3139123 | S2 | 1171.3493 | 1.0003 | 4886.8761 | 4.1697 |
| 20 | SDSSJ095325.76+640408.3 | S2 | 1260.4476 | 1.0746 | 5102.0662 | 4.3459 |
| 20 | PGC3136645 | S2 | 1258.4697 | 1.0683 | 4680.6339 | 3.9700 |
| 20 | PGC3132136 | S2 | 1186.0231 | 1.0128 | 3824.7211 | 3.2634 |
| 20 | PGC2498266 | S2 | 1176.5214 | 1.0064 | 4481.8289 | 3.8306 |
| 20 | PGC3136258 | S2 | 1172.0038 | 1.0000 | 4441.6177 | 3.7865 |
| 20 | PGC2402303 | S2 | 1195.7367 | 1.0194 | 4427.4548 | 3.7713 |
| 20 | PGC3095851 | S2 | 1178.9652 | 1.0025 | 4756.4880 | 4.0412 |
| 20 | PGC2477653 | S2 | 1198.7475 | 1.0246 | 5394.7134 | 4.6069 |
| 20 | PGC2445034 | S2 | 1176.6394 | 1.0005 | 4277.3587 | 3.6341 |
| 20 | PGC2562349 | S2 | 1252.3280 | 1.0640 | 4146.3303 | 3.5198 |
| 20 | PGC3133290 | S2 | 1182.1659 | 1.0104 | 4800.0624 | 4.0991 |
| 20 | PGC2420217 | S2 | 1233.0637 | 1.0467 | 4009.7745 | 3.4010 |
| 20 | PGC3132560 | S2 | 1291.6294 | 1.1030 | 5311.3030 | 4.5318 |
| 20 | PGC2468769 | S2 | 1176.4272 | 1.0012 | 4258.0647 | 3.6208 |
| 20 | PGC3133943 | S2 | 1222.8024 | 1.0389 | 4085.6605 | 3.4683 |
| 20 | PGC2399787 | S2 | 1235.8116 | 1.0491 | 4296.1710 | 3.6439 |
| 20 | PGC3133208 | S2 | 1332.3159 | 1.1770 | 19513.6224 | 17.2230 |
| 20 | PGC2452202 | S2 | 1183.3104 | 1.0079 | 4260.2061 | 3.6257 |
| 20 | PGC2392656 | S2 | 1306.1775 | 1.1388 | 5982.1878 | 5.2110 |
| 20 | PGC024716 | S2 | 1215.0778 | 1.0315 | 8274.3861 | 7.0181 |
| 20 | 2MASXJ08395264+5034485 | S2 | 1172.5784 | 1.0108 | 4873.9115 | 4.1980 |
| 20 | PGC2334278 | S2 | 1186.7986 | 1.0100 | 6751.2696 | 5.7409 |
| 20 | PGC3134550 | S2 | 1228.7590 | 1.0466 | 6680.7606 | 5.6858 |
| 20 | PGC2429352 | S2 | 1185.9276 | 1.0059 | 4189.5382 | 3.5505 |
| 20 | 2MASXJ08522748+5634009 | S2 | 1568.4549 | 1.3452 | 5967.7041 | 5.1137 |
| 20 | PGC2421240 | S2 | 1190.3673 | 1.0114 | 4213.2492 | 3.5766 |
| 20 | PGC2435142 | S2 | 1297.1906 | 1.1068 | 4558.4237 | 3.8861 |
| 20 | PGC3132038 | S2 | 1176.5662 | 1.0125 | 3959.7133 | 3.4047 |
| 20 | PGC2388371 | S2 | 1184.2751 | 1.0036 | 4571.1994 | 3.8706 |
| 20 | PGC2395619 | S2 | 1180.0081 | 1.0000 | 12503.7576 | 10.5874 |
| 20 | PGC3133152 | S2 | 1173.0009 | 1.0000 | 3842.6673 | 3.2731 |
| 20 | PGC3132760 | S2 | 1157.0893 | 1.0070 | 4825.5641 | 4.1961 |
| 20 | PGC2389407 | S2 | 1103.9268 | 1.0045 | 5306.9391 | 4.8245 |
| 20 | PGC3132599 | S2 | 1252.6731 | 1.0670 | 4630.0513 | 3.9405 |
| 20 | PGC2355275 | S2 | 1171.7546 | 1.0006 | 3697.6675 | 3.1550 |
| 20 | PGC2572072 | S2 | 1217.1476 | 1.0359 | 4612.1231 | 3.9219 |
| 20 | NGC2603 | S2 | 1267.6161 | 1.0909 | 5507.8895 | 4.7359 |
| 20 | PGC2421539 | S2 | 1255.9028 | 1.0689 | 3765.2887 | 3.2018 |
| 20 | PGC2436165 | S2 | 1249.4527 | 1.0634 | 10813.3957 | 9.1951 |
| 20 | PGC2413902 | S2 | 1179.2061 | 1.0002 | 4124.0419 | 3.4950 |
| 20 | PGC2432236 | S2 | 1441.3361 | 1.2330 | 5093.7892 | 4.3537 |
| 20 | PGC2437136 | S1.5 | 1221.6603 | 1.0371 | 4021.8943 | 3.4113 |
| 20 | PGC2491057 | S2 | 1214.7203 | 1.0418 | 4662.0949 | 3.9949 |
| 20 | PGC2450103 | S2 | 1365.1703 | 1.1579 | 6293.9688 | 5.3339 |
| 20 | PGC3133072 | S2 | 1190.4754 | 1.0219 | 4115.3249 | 3.5294 |
| 20 | PGC2376547 | S2 | 1272.6177 | 1.0849 | 4644.5949 | 3.9562 |
| 20 | PGC2442955 | S2 | 1182.9595 | 1.0076 | 4306.3610 | 3.6650 |
| 20 | PGC3133738 | S2 | 1248.7513 | 1.0601 | 7442.6529 | 6.3127 |
| 20 | PGC2416681 | S2 | 1233.7522 | 1.0536 | 4687.6845 | 3.9997 |
| 20 | PGC2373289 | S2 | 1176.0118 | 1.0000 | 4947.4272 | 4.2034 |
| 20 | PGC3132447 | S2 | 1174.4937 | 1.0021 | 4204.3603 | 3.5843 |
| 20 | PGC3132790 | S2 | 1285.2008 | 1.0882 | 71965.0394 | 60.8841 |
| 20 | PGC3134164 | S2 | 1186.5273 | 1.0115 | 3721.8907 | 3.1703 |
| 20 | PGC3132056 | S2 | 1342.3418 | 1.1405 | 4714.5241 | 4.0021 |
| 20 | PGC2449623 | S2 | 1208.7317 | 1.0252 | 4599.6958 | 3.8980 |
| 20 | PGC024858 | S2 | 1334.8223 | 1.1409 | 9416.9196 | 8.0418 |
| 20 | PGC2518428 | S2 | 1251.6198 | 1.0625 | 12608.4617 | 10.6942 |
| 20 | PGC2375074 | S2 | 1155.1166 | 1.0001 | 4512.2171 | 3.9033 |
| 20 | PGC3135544 | S2 | 1196.6656 | 1.0237 | 5342.6484 | 4.5664 |
| 20 | PGC3132411 | S2 | 1156.8650 | 1.0016 | 4942.0456 | 4.2751 |
| 20 | PGC023960 | S2 | 1293.2670 | 1.1007 | 4576.1463 | 3.8913 |
| 20 | PGC090857 | S2 | 1220.8818 | 1.0373 | 4272.9501 | 3.6273 |
| 20 | PGC3132326 | S2 | 1276.8793 | 1.0895 | 4444.5623 | 3.7891 |
| 20 | PGC2460925 | S2 | 1219.2409 | 1.0359 | 4668.4733 | 3.9631 |
| 20 | PGC2525519 | S2 | 1424.0097 | 1.2099 | 10752.0913 | 9.1274 |
| 20 | PGC2384363 | S2 | 1188.0446 | 1.0128 | 4152.5347 | 3.5371 |
| 20 | PGC2354226 | S2 | 1204.6494 | 1.0287 | 24571.4646 | 20.9654 |
| 20 | PGC2387616 | S2 | 1256.7903 | 1.0733 | 4659.7108 | 3.9759 |
| 20 | PGC3132149 | S2 | 1184.6386 | 1.0125 | 4376.5752 | 3.7375 |
| 20 | PGC3132068 | S2 | 1186.0657 | 1.0129 | 4069.9150 | 3.4726 |
| 20 | PGC023022 | S2 | 1171.8052 | 1.0024 | 4174.4695 | 3.5679 |
| 20 | PGC3134400 | S2 | 1226.9953 | 1.0460 | 4567.9580 | 3.8909 |
| 20 | PGC3136737 | S2 | 1329.3097 | 1.1342 | 4868.7056 | 4.1506 |
| 20 | PGC2399835 | S2 | 1222.1771 | 1.0402 | 4061.8444 | 3.4539 |
| 20 | PGC3133517 | S2 | 1230.2124 | 1.0452 | 4511.0993 | 3.8295 |
| 20 | PGC3136588 | S2 | 1216.9621 | 1.0410 | 5314.0866 | 4.5420 |
| 20 | PGC3135130 | S2 | 1328.8121 | 1.1348 | 4764.6538 | 4.0654 |
| 20 | PGC3135854 | S2 | 1193.0157 | 1.0145 | 4464.9195 | 3.7935 |
| 20 | PGC3132316 | S2 | 1217.9089 | 1.0545 | 5076.0376 | 4.3910 |
| 20 | PGC3133605 | S2 | 1278.3987 | 1.0899 | 4566.1709 | 3.8894 |
| 20 | PGC2395249 | S2 | 1210.8618 | 1.0305 | 4403.1550 | 3.7442 |
| 20 | PGC3135181 | S2 | 1174.1591 | 1.0001 | 4037.5711 | 3.4362 |
| 20 | PGC3133904 | S2 | 1179.7401 | 1.0032 | 5200.3520 | 4.4183 |
| 20 | PGC3132577 | S2 | 1185.1870 | 1.0087 | 4167.5939 | 3.5439 |
| 20 | PGC2407272 | S2 | 1365.0453 | 1.1697 | 4857.6945 | 4.1590 |
| 20 | PGC2443882 | S2 | 1194.5459 | 1.0271 | 4804.5471 | 4.1276 |
| 20 | PGC2568069 | S2 | 1230.2966 | 1.0471 | 5024.6070 | 4.2726 |
| 20 | PGC2370497 | S2 | 1175.8287 | 1.0016 | 3746.6988 | 3.1887 |
| 20 | UGC04633 | S2 | 1121.0104 | 1.0090 | 8382.0714 | 7.5378 |
| 20 | PGC2432822 | S2 | 1185.8241 | 1.0066 | 4309.5203 | 3.6552 |
| 20 | PGC2506315 | S2 | 1177.8779 | 1.0007 | 4985.7431 | 4.2324 |
| 20 | PGC2512610 | S2 | 1184.3951 | 1.0071 | 4683.8940 | 3.9795 |
| 20 | PGC2450087 | S2 | 1198.8865 | 1.0169 | 5011.7824 | 4.2473 |
| 20 | PGC3136292 | S2 | 1489.9085 | 1.2745 | 7444.6381 | 6.3629 |
| 20 | PGC3136100 | S2 | 1238.2141 | 1.0538 | 4740.4310 | 4.0310 |
| 20 | PGC2372801 | S2 | 1459.2206 | 1.2387 | 4627.8390 | 3.9252 |
| 20 | PGC3133158 | S2 | 1509.7819 | 1.2795 | 5535.4963 | 4.6871 |
| 20 | PGC2454580 | S2 | 1324.9856 | 1.1305 | 4249.1373 | 3.6225 |
| 20 | PGC2402353 | S2 | 1178.9655 | 1.0008 | 4573.6545 | 3.8793 |
| 20 | PGC3135765 | S2 | 1241.1949 | 1.0599 | 4803.0013 | 4.0981 |
| 20 | 2MASXJ09094201+5855327 | S2 | 1193.9719 | 1.0170 | 4412.9294 | 3.7557 |
| 20 | PGC2481467 | S2 | 1242.9802 | 1.0588 | 5316.4796 | 4.5247 |
| 20 | PGC2482841 | S2 | 1173.5430 | 1.0030 | 4894.0319 | 4.1794 |
| 20 | PGC3136088 | S2 | 1525.3704 | 1.3004 | 5763.0736 | 4.9089 |
| 20 | PGC2499981 | S2 | 1526.2820 | 1.2990 | 6514.4645 | 5.5395 |
| 20 | PGC023174 | S2 | 1311.2961 | 1.1285 | 4431.4081 | 3.8103 |
| 20 | 2MASXJ09141710+5818404 | S2 | 1180.6012 | 1.0091 | 5310.1281 | 4.5347 |
| 20 | PGC3095791 | S2 | 1219.1698 | 1.0447 | 4558.9952 | 3.9032 |
| 20 | PGC2541064 | S2 | 1294.1506 | 1.1005 | 4899.8204 | 4.1630 |
| 20 | NGC2985 | S1.9 | 1180.1927 | 1.0139 | 8530.7530 | 7.3225 |
| 20 | PGC3140013 | S2 | 1327.6425 | 1.1299 | 5368.7574 | 4.5653 |
| 20 | PGC3139048 | S2 | 1192.8469 | 1.0117 | 5799.9108 | 4.9152 |
| 20 | PGC3139985 | S2 | 1280.3001 | 1.0832 | 11246.1709 | 9.5065 |
| 20 | PGC2677795 | S2 | 1445.2306 | 1.2300 | 4760.8133 | 4.0483 |
| 20 | PGC3140009 | S2 | 1245.0743 | 1.0587 | 65259.2516 | 55.4454 |
| 20 | PGC2678729 | S2 | 1226.3575 | 1.0375 | 23105.7567 | 19.5315 |
| 20 | PGC3135565 | S2 | 1209.7441 | 1.0393 | 10529.3172 | 9.0380 |
| 20 | PGC2580033 | S2 | 1382.0526 | 1.1732 | 5077.1545 | 4.3063 |
| 20 | PGC2588519 | S2 | 1176.5684 | 1.0030 | 4319.2312 | 3.6791 |
| 20 | PGC2546780 | S2 | 1190.0222 | 1.0128 | 8538.0031 | 7.2602 |
| 20 | PGC2639903 | S2 | 1238.1114 | 1.0501 | 9697.6385 | 8.2183 |
| 20 | 2MASXJ17043832+5946593 | S2 | 1230.3453 | 1.0516 | 4103.5609 | 3.5043 |
| 20 | PGC3137771 | S2 | 1661.6480 | 1.4154 | 18551.9066 | 15.7889 |
| 20 | PGC2651330 | S2 | 1253.1956 | 1.0675 | 4853.2472 | 4.1304 |
| 20 | PGC097545 | S2 | 1568.5511 | 1.3349 | 6089.9320 | 5.1785 |
| 20 | PGC2636237 | S2 | 1178.7948 | 1.0049 | 4557.9469 | 3.8824 |
| 20 | PGC2463072 | S2 | 1384.3415 | 1.1772 | 5000.6963 | 4.2487 |
| 20 | PGC3135441 | S2 | 1401.1959 | 1.1905 | 4968.9500 | 4.2181 |
| 20 | PGC3137681 | S2 | 1319.4827 | 1.1326 | 11424.2653 | 9.7978 |
| 20 | SDSSJ172603.07+602115.6 | S2 | 1179.1648 | 1.0061 | 4533.6515 | 3.8650 |
| 20 | PGC2612892 | S2 | 1869.3547 | 1.5923 | 14694.7583 | 12.5062 |
| 20 | PGC2661814 | S2 | 1201.7675 | 1.0298 | 5856.3861 | 5.0140 |
| 20 | PGC2503925 | S2 | 1373.6478 | 1.1661 | 31965.9294 | 27.1127 |
| 20 | PGC3135640 | S2 | 1180.3187 | 1.0037 | 8752.3957 | 7.4362 |
| 20 | PGC3136612 | S2 | 1333.7959 | 1.1303 | 621051.6858 | 525.8693 |
| 20 | PGC3135624 | S2 | 1188.0773 | 1.0094 | 4535.8499 | 3.8505 |
| 20 | PGC2460354 | S2 | 1178.9520 | 1.0008 | 13473.5939 | 11.4280 |
| 20 | PGC3137700 | S2 | 1230.2014 | 1.0596 | 5298.0541 | 4.5594 |
| 20 | PGC3136684 | S2 | 1181.0721 | 1.0043 | 7502.8714 | 6.3746 |
| 20 | PGC3137164 | S2 | 1363.5975 | 1.1595 | 4738.4763 | 4.0259 |
| 20 | PGC3136317 | S2 | 1211.3153 | 1.0292 | 4277.4200 | 3.6311 |
| 20 | PGC2514311 | S2 | 1205.0656 | 1.0256 | 4939.1940 | 4.2000 |
| 20 | PGC3137995 | S2 | 1173.5199 | 1.0047 | 3577.9799 | 3.0607 |
| 20 | PGC2640097 | S2 | 1245.7090 | 1.0611 | 4302.2041 | 3.6615 |
| 20 | PGC3136484 | S2 | 1242.7184 | 1.0558 | 6133.4847 | 5.2067 |
| 20 | PGC3138820 | S2 | 1180.6969 | 1.0014 | 4943.3543 | 4.1893 |
| 20 | PGC2484784 | S2 | 1196.8457 | 1.0177 | 4234.1563 | 3.5974 |
| 20 | PGC3137399 | S2 | 1187.1903 | 1.0078 | 4240.8551 | 3.5970 |
| 20 | PGC2580511 | S2 | 1167.2689 | 1.0011 | 5236.5111 | 4.4872 |
